contig,bplen,gc_content,coding_density,checkv_quality,checkv_completeness,checkv_contamination,description,taxonomy
KJ639019.1,1059,35.32,94.05,Low-quality,6.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KJ639017.1,1062,34.09,92.09,Low-quality,6.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
X00595.1,7439,46.39,89.0,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
BK059611.1,9189,41.6,3.07,High-quality,99.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
MN605443.1,2154,48.47,89.28,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Amabiliviricetes;Wolframvirales;Narnaviridae
EF165540.1,8728,40.79,7.08,High-quality,96.75,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
MT192765.1,29829,38.01,4.21,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
KX884044.1,5635,31.61,4.42,Not-determined,unknown,0.0,unknown,unknown
MG190028.1,2576,37.38,66.5,Medium-quality,59.81,0.0,unknown,unknown
MG190029.1,1721,45.5,94.48,Low-quality,40.39,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Picobirnaviridae
AM000054.1,9073,41.61,6.81,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
MT586998.1,15039,37.45,99.72,High-quality,99.69,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
JX459903.1,7559,49.62,10.64,High-quality,99.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
KC577469.1,4194,52.27,14.52,High-quality,99.86,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae
LC505052.1,3013,46.33,94.59,Low-quality,27.92,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
LC505053.1,2475,48.08,95.76,Low-quality,22.96,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
LC505054.1,2648,47.96,55.29,Not-determined,unknown,0.0,unknown,unknown
LC505055.1,2152,47.96,41.82,Not-determined,unknown,0.0,unknown,unknown
MN532673.1,2917,53.27,79.09,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Miaviricetes;Ourlivirales;Botourmiaviridae
KC442963.1,3271,32.77,99.79,Low-quality,18.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC442964.1,2650,32.87,99.51,Low-quality,14.91,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC442965.1,2530,30.28,99.13,Low-quality,14.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC442966.1,2333,31.98,99.66,Low-quality,12.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC442958.1,1519,27.58,95.98,Low-quality,8.86,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC442967.1,1320,37.65,90.45,Low-quality,7.63,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC442960.1,1007,31.48,93.84,Low-quality,5.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC442959.1,1003,35.59,96.31,Low-quality,5.88,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC442968.1,1017,32.35,87.61,Low-quality,5.96,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC852908.1,10770,36.76,97.24,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
BK013877.1,3508,51.4,46.52,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
LC123350.1,2325,36.34,99.87,Low-quality,17.98,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LC123452.1,2322,35.1,3.75,Low-quality,17.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LC123554.1,2139,34.97,99.44,Low-quality,16.5,0.0,unknown,unknown
LC122656.1,1986,40.23,98.04,Low-quality,15.36,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
LC123782.1,1754,38.14,96.64,Low-quality,13.53,0.0,unknown,unknown
LC123848.1,1125,38.76,99.73,Low-quality,8.68,0.0,unknown,unknown
MH688524.1,11472,39.93,56.8,High-quality,96.59,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
BK014214.1,3753,51.35,48.68,High-quality,93.75,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
AB933711.1,7509,49.39,10.71,High-quality,99.34,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
BK013701.1,3667,51.46,50.23,High-quality,95.4,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
M22445.3,4054,51.55,25.97,High-quality,100.0,0.0,"Turnip crinkle virus, complete genome",Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae
KR017841.1,6368,48.35,98.41,Medium-quality,55.33,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
KR017860.1,3378,48.76,95.83,Low-quality,29.35,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
KR017822.1,1724,49.01,43.85,Low-quality,14.96,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
AF024514.1,10035,36.48,16.08,High-quality,100.0,0.0,unknown,Viruses;Riboviria
MW897022.1,6006,51.08,58.84,Medium-quality,64.81,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales
BK014063.1,3647,50.07,44.09,High-quality,97.72,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
MH898498.1,1314,43.3,99.32,Low-quality,33.28,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae
MH898496.1,1350,47.04,76.22,Not-determined,unknown,0.0,unknown,unknown
MH898499.1,1321,43.6,78.35,Not-determined,unknown,0.0,unknown,unknown
ON955141.1,10693,47.17,1.46,Medium-quality,88.54,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
AJ272327.1,3383,43.48,87.61,Low-quality,40.44,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
AJ272328.2,2435,42.18,84.64,Low-quality,28.28,0.0,Pelargonium zonate spot virus genomic RNA2 for putative 2a protein (ORF1),Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
AJ272329.1,2659,45.92,24.71,Low-quality,31.29,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
JX027856.1,3268,31.43,99.88,Low-quality,18.14,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027855.1,2693,31.86,99.59,Low-quality,15.18,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027854.1,2530,28.54,99.13,Low-quality,13.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027853.1,2335,31.39,99.57,Low-quality,12.85,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027847.1,1519,29.76,95.98,Low-quality,8.92,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027852.1,1320,36.29,90.45,Low-quality,7.64,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027851.1,1015,31.63,93.1,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027846.1,1019,31.7,95.68,Low-quality,5.98,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027850.1,1002,31.54,88.92,Low-quality,5.88,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LN713681.1,8798,42.84,58.51,High-quality,98.75,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Bornaviridae
BK014150.1,4269,53.81,42.59,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
KM026574.1,1460,29.59,99.86,Low-quality,8.55,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KM027150.2,1069,35.55,99.91,Low-quality,6.17,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU749417.1,9094,41.53,7.03,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
JN935380.1,14627,33.0,43.97,High-quality,99.75,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
KX883712.1,8342,43.18,29.42,High-quality,100.0,0.0,unknown,Viruses;Riboviria
D10044.1,3410,44.46,90.09,Low-quality,39.4,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
D10663.1,3074,42.75,83.64,Low-quality,35.54,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
AJ277268.1,2386,46.65,27.41,Low-quality,27.57,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
LN850083.1,2280,44.34,99.87,Low-quality,16.87,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LN850084.1,2274,41.91,99.87,Low-quality,16.72,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LN850085.1,2151,43.93,99.86,Low-quality,15.92,0.0,unknown,unknown
LN850086.1,1701,40.45,99.82,Low-quality,12.6,0.0,unknown,unknown
LN850087.1,1497,45.82,99.8,Low-quality,11.08,0.0,unknown,unknown
LN850088.1,1410,42.13,99.79,Low-quality,10.44,0.0,unknown,unknown
MW721843.1,12096,44.31,98.41,Medium-quality,65.02,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Nairoviridae
MW721850.1,4833,47.82,7.01,Low-quality,25.93,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Nairoviridae
MW721860.1,2146,51.26,17.05,Low-quality,11.4,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Nairoviridae
AY394850.2,29728,40.8,4.26,High-quality,99.74,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
X92760.1,3183,54.26,93.59,Medium-quality,53.04,0.0,unknown,Viruses;Riboviria;Orthornavirae;Birnaviridae
X92761.1,2715,52.12,98.67,Low-quality,45.24,0.0,unknown,Viruses;Riboviria;Orthornavirae;Birnaviridae
OP019866.1,6729,45.77,34.55,High-quality,99.92,0.0,unknown,Viruses;Riboviria;Orthornavirae
KC175236.1,3280,32.99,99.6,Low-quality,18.2,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175237.1,2679,35.16,99.1,Low-quality,15.06,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175238.1,2553,31.49,98.94,Low-quality,14.11,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175239.1,2346,36.66,99.1,Low-quality,12.91,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175231.1,1547,30.25,95.8,Low-quality,9.06,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175240.1,1311,37.45,91.08,Low-quality,7.58,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175233.1,1049,32.32,91.23,Low-quality,6.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175232.1,1021,32.42,94.61,Low-quality,6.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175241.1,1025,33.46,87.22,Low-quality,6.01,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ659256.1,7428,29.87,97.86,Medium-quality,65.04,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Peribunyaviridae
JQ659257.1,2684,31.71,90.54,Low-quality,23.52,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Peribunyaviridae
JQ659258.1,1090,33.67,62.2,Low-quality,9.56,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Peribunyaviridae
MZ210023.1,7615,58.42,29.11,High-quality,94.81,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
KX656670.1,7148,41.93,95.02,Medium-quality,60.38,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae
KX656671.1,4527,41.97,90.85,Low-quality,38.74,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae
KX632298.1,3302,31.1,98.85,Low-quality,18.33,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KX632299.1,2729,31.59,98.83,Low-quality,15.38,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KX632300.1,2591,28.98,98.53,Low-quality,14.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KX632301.1,2359,31.92,98.94,Low-quality,12.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KX632304.1,1565,30.48,95.08,Low-quality,9.19,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KX632302.1,1356,36.14,87.83,Low-quality,7.85,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KX632306.1,1074,31.84,89.66,Low-quality,6.3,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KX632305.1,1059,33.33,94.05,Low-quality,6.22,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KX632303.1,1061,33.74,92.18,Low-quality,6.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
ON684360.1,16232,59.89,95.24,Medium-quality,77.58,0.0,unknown,Viruses;Riboviria
CY018779.1,2299,39.5,98.13,Low-quality,16.78,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
CY018780.1,2351,37.98,98.26,Low-quality,16.19,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
CY018778.1,2269,37.99,93.35,Low-quality,15.62,0.0,unknown,unknown
CY018773.1,1837,42.13,95.7,Low-quality,12.65,0.0,unknown,unknown
CY018776.1,1802,41.9,95.23,Low-quality,12.41,0.0,unknown,unknown
CY018775.1,1516,41.62,9.7,Low-quality,10.44,0.0,unknown,unknown
CY018774.1,1144,38.72,19.14,Low-quality,7.88,0.0,unknown,unknown
CY018777.1,1036,40.25,81.37,Low-quality,7.13,0.0,unknown,unknown
KT873140.1,9130,33.83,29.51,High-quality,100.0,0.0,"Goose dicistrovirus isolate UW1, complete genome",Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
OM744320.1,14002,42.05,47.82,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
KF533709.1,2158,48.01,43.51,Medium-quality,84.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae
LC123369.1,2325,36.0,99.87,Low-quality,17.98,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LC123471.1,2322,35.19,3.75,Low-quality,17.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LC123573.1,2139,34.97,99.44,Low-quality,16.5,0.0,unknown,unknown
LC122671.1,1986,40.03,98.04,Low-quality,15.36,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
LC123799.1,1754,39.28,96.64,Low-quality,13.53,0.0,unknown,unknown
LC123867.1,1125,38.4,99.73,Low-quality,8.68,0.0,unknown,unknown
OK573455.1,2572,45.1,23.79,Not-determined,unknown,0.0,unknown,unknown
KX883698.1,11931,38.96,21.75,High-quality,100.0,0.0,unknown,Viruses;Riboviria
GU566734.1,9630,56.86,97.23,High-quality,100.0,0.0,"GB virus D strain 68 polyprotein precursor, gene, complete cds",Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
HQ834197.1,3302,33.8,98.85,Low-quality,18.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ834198.1,2686,34.18,98.85,Low-quality,15.11,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ834207.1,2542,29.94,99.61,Low-quality,14.04,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ834199.1,2362,37.38,98.94,Low-quality,12.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ834202.1,1587,32.58,92.82,Low-quality,9.24,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ834200.1,1356,38.42,89.38,Low-quality,7.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ834204.1,1070,33.74,90.0,Low-quality,6.26,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ834203.1,1059,34.94,94.05,Low-quality,6.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ834201.1,1062,37.29,92.09,Low-quality,6.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
MZ822070.1,8986,36.21,29.08,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
MW218667.1,6818,50.92,96.32,High-quality,93.44,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae
KP752934.1,3271,31.09,99.79,Low-quality,18.16,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP752935.1,2695,31.43,99.52,Low-quality,15.19,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP752936.1,2530,28.54,99.13,Low-quality,13.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP752937.1,2333,34.85,99.66,Low-quality,12.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP752929.1,1519,30.41,95.98,Low-quality,8.92,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP752938.1,1320,35.61,90.45,Low-quality,7.64,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP752931.1,1015,31.43,93.1,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP752930.1,1003,30.91,96.31,Low-quality,5.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP752939.1,1025,33.76,86.93,Low-quality,6.01,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP882618.1,3249,31.02,100.0,Low-quality,18.03,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP882619.1,2676,31.17,99.89,Low-quality,15.08,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP882620.1,2508,28.47,99.88,Low-quality,13.86,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP882616.1,2292,31.28,100.0,Low-quality,12.62,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP882621.1,1461,29.77,99.79,Low-quality,8.58,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP882617.1,1194,35.18,99.75,Low-quality,6.91,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP696572.1,3944,41.84,99.04,Low-quality,20.47,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP696573.1,2940,41.84,98.06,Low-quality,15.34,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP696574.1,2772,43.87,97.51,Low-quality,14.39,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP696575.1,1981,43.41,97.53,Low-quality,10.29,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
